tconst,film,year_film,genres,averageRating,dir_won_before,budget,nb_actor_won_before,won_bafta,won_gg_drama,won_gg_comedy,winner,runtimeMinutes
tt0025878,thethinman,1934,"Comedy,Crime,Mystery",7.9,0,13.846525580954923,0,0,0,0,0,91
tt0025948,vivavilla,1934,"Biography,Western",6.3,0,13.846525580954923,1,0,0,0,0,115
tt0025986,thewhiteparade,1934,Drama,6.5,0,13.846525580954923,0,0,0,0,0,80
tt0026056,aliceadams,1935,"Comedy,Drama,Romance",6.9,0,13.846525580954923,1,0,0,0,0,99
tt0026144,broadwaymelodyof1936,1935,"Comedy,Musical,Romance",6.7,0,13.846525580954923,0,0,0,0,0,101
tt0026174,captainblood,1935,"Action,Adventure,History",7.7,0,14.032234346628217,0,0,0,0,0,119
tt0026266,davidcopperfield,1935,"Adventure,Drama,Family",7.3,0,13.846525580954923,0,0,0,0,0,130
tt0026529,theinformer,1935,"Crime,Drama",7.4,1,13.846525580954923,0,0,0,0,0,91
tt0026643,thelivesofabengallancer,1935,"Adventure,Drama,War",7.0,0,13.846525580954923,0,0,0,0,0,109
tt0026714,amidsummernightsdream,1935,"Comedy,Fantasy,Romance",6.8,0,13.846525580954923,0,0,0,0,0,133
tt0026725,lesmiserables,1935,"Drama,History,Romance",7.6,0,13.846525580954923,2,0,0,0,0,108
tt0026752,mutinyonthebounty,1935,"Adventure,Biography,Drama",7.6,1,14.48334044336031,2,0,0,0,1,132
tt0026768,naughtymarietta,1935,"Drama,Musical,Romance",6.5,0,13.846525580954923,0,0,0,0,0,105
tt0026955,rugglesofredgap,1935,"Comedy,Mystery,Romance",7.6,0,13.846525580954923,1,0,0,0,0,90
tt0027075,ataleoftwocities,1936,"Drama,History,Romance",7.8,0,14.030784021219151,0,0,0,0,0,128
tt0027125,tophat,1935,"Comedy,Musical,Romance",7.7,0,13.31957518872681,0,0,0,0,0,101
tt0027300,anthonyadverse,1936,"Adventure,Drama,Romance",6.3,0,14.030784021219151,1,0,0,0,0,141
tt0027532,dodsworth,1936,"Drama,Romance",7.7,0,14.030784021219151,0,0,0,0,0,101
tt0027698,thegreatziegfeld,1936,"Drama,Musical",6.6,0,14.030784021219151,0,0,0,0,1,176
tt0027884,libeledlady,1936,"Comedy,Romance",7.8,0,14.030784021219151,0,0,0,0,0,98
tt0027996,mrdeedsgoestotown,1936,"Comedy,Drama,Romance",7.8,1,14.030784021219151,0,0,0,0,0,115
tt0028203,romeoandjuliet,1936,"Drama,Romance",6.4,0,14.030784021219151,1,0,0,0,0,125
tt0028216,sanfrancisco,1936,"Drama,Music,Romance",7.1,0,14.030784021219151,1,0,0,0,0,115
tt0028313,thestoryoflouispasteur,1936,"Biography,Drama,History",7.3,0,14.030784021219151,0,0,0,0,0,86
tt0028373,threesmartgirls,1936,"Comedy,Musical,Romance",6.6,0,14.030784021219151,0,0,0,0,0,84
tt0028597,theawfultruth,1937,"Comedy,Romance",7.7,1,13.304686600863562,0,0,0,0,0,90
tt0028691,captainscourageous,1937,"Adventure,Drama,Family",7.9,0,14.19773992839093,1,0,0,0,0,117
tt0028773,deadend,1937,"Crime,Drama,Film-Noir",7.2,0,14.19773992839093,0,0,0,0,0,93
tt0028944,thegoodearth,1937,"Drama,Romance",7.5,0,14.19773992839093,2,0,0,0,0,138
tt0028950,thegrandillusion,1937,"Drama,War",8.1,0,14.19773992839093,0,0,0,0,0,113
tt0029047,inoldchicago,1937,"Action,Drama,Musical",6.7,0,14.403297778421795,0,0,0,0,0,95
tt0029146,thelifeofemilezola,1937,"Biography,Drama",7.1,0,14.19773992839093,2,0,0,0,1,116
tt0029162,losthorizon,1937,"Adventure,Drama,Fantasy",7.6,1,14.19773992839093,0,0,0,0,0,132
tt0029347,onehundredmenandagirl,1937,"Comedy,Drama,Music",6.7,0,14.19773992839093,0,0,0,0,0,84
tt0029604,stagedoor,1937,"Comedy,Drama,Romance",7.7,0,14.19773992839093,1,0,0,0,0,92
tt0029606,astarisborn,1937,"Drama,Romance",7.3,0,14.19773992839093,4,0,0,0,0,111
tt0029843,theadventuresofrobinhood,1938,"Action,Adventure,Romance",7.9,0,14.525023584494278,0,0,0,0,0,102
tt0029852,alexandersragtimeband,1938,"Drama,Music,Musical",6.8,0,14.232248883900894,0,0,0,0,0,106
tt0029942,boystown,1938,"Biography,Drama,Family",7.2,1,14.232248883900894,1,0,0,0,0,96
tt0029995,thecitadel,1938,Drama,7.0,0,14.232248883900894,0,0,0,0,0,110
tt0030149,fourdaughters,1938,"Drama,Music,Romance",6.9,0,14.232248883900894,0,0,0,0,0,90
tt0030287,jezebel,1938,"Drama,Romance",7.4,0,14.038654909278163,1,0,0,0,0,104
tt0030637,pygmalion,1938,"Comedy,Drama,Romance",7.7,0,14.232248883900894,0,0,0,0,0,89
tt0030848,testpilot,1938,"Drama,Romance",6.8,0,14.232248883900894,3,0,0,0,0,119
tt0030993,youcanttakeitwithyou,1938,"Comedy,Drama,Romance",7.8,1,14.313091050980239,1,0,0,0,1,126
tt0031210,darkvictory,1939,"Drama,Romance",7.4,0,14.200957159476,2,0,0,0,0,104
tt0031381,gonewiththewind,1939,"Drama,Romance,War",8.2,1,14.200957159476,1,0,0,0,1,238
tt0031385,goodbyemrchips,1939,"Drama,Romance",7.9,0,14.200957159476,0,0,0,0,0,114
tt0031593,loveaffair,1939,"Comedy,Drama,Romance",7.3,1,14.200957159476,0,0,0,0,0,88
tt0031679,mrsmithgoestowashington,1939,"Comedy,Drama",8.1,1,14.220976332738882,0,0,0,0,0,129
tt0031725,ninotchka,1939,"Comedy,Romance",7.8,0,14.200957159476,0,0,0,0,0,110
tt0031742,ofmiceandmen,1939,"Adventure,Drama",7.8,1,14.200957159476,0,0,0,0,0,106
tt0031971,stagecoach,1939,"Adventure,Drama,Western",7.8,1,13.183083994613058,0,0,0,0,0,96
tt0032138,thewizardofoz,1939,"Adventure,Family,Fantasy",8.1,0,14.8368821263897,0,0,0,0,0,102
tt0032145,wutheringheights,1939,"Drama,Romance",7.5,0,14.200957159476,0,0,0,0,0,104
tt0032194,allthisandheaventoo,1940,"Drama,Romance",7.4,0,14.021393267089676,2,0,0,0,0,141
tt0032484,foreigncorrespondent,1940,"Action,Drama,Romance",7.4,0,14.210364903849142,0,0,0,0,0,120
tt0032551,thegrapesofwrath,1940,Drama,8.1,1,13.592368256649284,0,0,0,0,0,129
tt0032553,thegreatdictator,1940,"Comedy,Drama,War",8.4,0,14.508658238524095,0,0,0,0,0,125
tt0032671,kittyfoyle,1940,"Drama,Romance",6.9,0,14.021393267089676,0,0,0,0,0,108
tt0032701,theletter,1940,"Crime,Drama,Film-Noir",7.5,0,14.021393267089676,3,0,0,0,0,95
tt0032728,thelongvoyagehome,1940,"Drama,War",6.9,1,13.433511945218216,1,0,0,0,0,105
tt0032881,ourtown,1940,"Drama,Family,Romance",6.5,0,14.021393267089676,2,0,0,0,0,90
tt0032904,thephiladelphiastory,1940,"Comedy,Romance",7.8,0,14.021393267089676,1,0,0,0,0,112
tt0032976,rebecca,1940,"Drama,Mystery,Romance",8.1,0,14.021393267089676,0,0,0,0,1,130
tt0033407,blossomsinthedust,1941,"Biography,Drama,Romance",6.9,0,13.900127059109987,0,0,0,0,0,99
tt0033467,citizenkane,1941,"Drama,Mystery",8.3,0,13.640833308858063,0,0,0,0,0,119
tt0033712,herecomesmrjordan,1941,"Comedy,Fantasy,Romance",7.5,0,13.900127059109987,0,0,0,0,0,94
tt0033722,holdbackthedawn,1941,"Drama,Romance",7.3,0,13.900127059109987,0,0,0,0,0,116
tt0033729,howgreenwasmyvalley,1941,"Drama,Family",7.7,1,13.592368256649284,0,0,0,0,1,118
tt0033836,thelittlefoxes,1941,"Drama,Romance",7.9,0,13.900127059109987,2,0,0,0,0,116
tt0033870,themaltesefalcon,1941,"Crime,Drama,Film-Noir",7.9,0,12.611541086966115,0,0,0,0,0,100
tt0033980,onefootinheaven,1941,"Biography,Drama,Romance",6.6,0,13.900127059109987,1,0,0,0,0,108
tt0034167,sergeantyork,1941,"Biography,Drama,History",7.7,0,13.900127059109987,3,0,0,0,0,134
tt0034248,suspicion,1941,"Drama,Film-Noir,Mystery",7.3,0,14.403297778421795,0,0,0,0,0,99
tt0034583,casablanca,1943,"Drama,Romance,War",8.5,1,13.76421831620775,0,0,0,0,1,102
tt0034891,inwhichweserve,1943,"Drama,War",7.2,0,12.388398368982115,0,0,0,0,0,115
tt0034946,kingsrow,1942,Drama,7.5,0,13.573390587949545,0,0,0,0,0,127
tt0035015,themagnificentambersons,1942,"Drama,Romance",7.6,0,13.573390587949545,0,0,0,0,0,88
tt0035093,mrsminiver,1942,"Drama,Romance,War",7.6,1,13.573390587949545,0,0,0,0,1,134
tt0035189,thepiedpiper,1942,"Drama,War",7.0,0,13.573390587949545,0,0,0,0,0,87
tt0035211,theprideoftheyankees,1942,"Biography,Drama,Romance",7.6,0,13.573390587949545,4,0,0,0,0,128
tt0035238,randomharvest,1942,"Drama,Romance",7.9,0,13.573390587949545,0,0,0,0,0,126
tt0035417,thetalkofthetown,1942,"Comedy,Drama,Romance",7.5,0,13.573390587949545,0,0,0,0,0,118
tt0035429,theinvaders,1942,"Thriller,War",7.5,0,13.573390587949545,0,0,0,0,0,92
tt0035530,wakeisland,1942,"Action,Drama,War",6.6,0,13.573390587949545,0,0,0,0,0,88
tt0035575,yankeedoodledandy,1942,"Biography,Drama,Family",7.6,0,13.573390587949545,0,0,0,0,0,126
tt0035896,forwhomthebelltolls,1943,"Adventure,Drama,History",6.8,0,13.749799082518015,1,0,0,0,0,170
tt0035979,heavencanwait,1943,"Comedy,Drama,Fantasy",7.3,0,13.749799082518015,0,0,0,0,0,112
tt0036022,thehumancomedy,1943,"Comedy,Drama,Family",7.0,0,13.749799082518015,1,0,0,0,0,117
tt0036126,madamecurie,1943,"Biography,Drama,Romance",7.2,0,13.749799082518015,1,0,0,0,0,124
tt0036172,themorethemerrier,1943,Comedy,7.6,0,13.749799082518015,0,0,0,0,0,104
tt0036244,theoxbowincident,1943,"Drama,Western",8.0,0,13.244582780038517,1,0,0,0,0,75
tt0036377,thesongofbernadette,1943,"Biography,Drama,Mystery",7.6,0,13.749799082518015,0,0,1,0,0,156
tt0036515,watchontherhine,1943,"Drama,Thriller",7.1,0,13.749799082518015,2,0,0,0,0,114
tt0036775,doubleindemnity,1944,"Crime,Drama,Film-Noir",8.3,0,13.739709923296061,0,0,0,0,0,107
tt0036855,gaslight,1944,"Crime,Drama,Mystery",7.8,0,14.508658238524095,0,0,0,0,0,114
tt0036868,thebestyearsofourlives,1946,"Drama,Romance,War",8.1,1,14.145328766787822,2,1,1,0,1,170
tt0036872,goingmyway,1944,"Comedy,Drama,Music",7.0,1,13.933985601041861,0,0,1,0,1,126
tt0036910,henryv,1946,"Biography,Drama,History",7.0,0,13.07107218827772,0,0,0,0,0,137
tt0037280,sinceyouwentaway,1944,"Drama,Romance,War",7.5,0,13.933985601041861,4,0,0,0,0,177
tt0037465,wilson,1944,"Biography,Drama,History",6.3,0,13.933985601041861,2,0,0,0,0,154
tt0037514,anchorsaweigh,1945,"Comedy,Fantasy,Musical",7.0,0,14.223639448385319,0,0,0,0,0,140
tt0037536,thebellsofstmarys,1945,Drama,7.2,1,14.077875591662238,2,0,0,0,0,126
tt0037884,thelostweekend,1945,"Drama,Film-Noir",7.9,1,14.038654909278163,0,0,1,0,1,101
tt0037913,mildredpierce,1945,"Crime,Drama,Film-Noir",7.9,1,14.151983508870947,0,0,0,0,0,111
tt0038109,spellbound,1945,"Drama,Film-Noir,Mystery",7.5,0,14.220976332738882,1,0,0,0,0,111
tt0038574,greatexpectations,1947,"Adventure,Drama,Mystery",7.8,0,14.343931079666783,0,0,0,0,0,118
tt0038650,itsawonderfullife,1946,"Drama,Family,Fantasy",8.6,1,14.97239206922172,3,0,0,0,0,130
tt0038873,therazorsedge,1946,"Drama,Romance",7.3,0,14.145328766787822,0,0,0,0,0,145
tt0039111,theyearling,1946,"Drama,Family,Western",7.1,0,14.145328766787822,0,0,0,0,0,128
tt0039190,thebishopswife,1947,"Comedy,Drama,Fantasy",7.6,0,14.343931079666783,0,0,0,0,0,109
tt0039286,crossfire,1947,"Crime,Drama,Film-Noir",7.3,0,14.343931079666783,0,0,0,0,0,86
tt0039416,gentlemansagreement,1947,"Drama,Romance",7.2,1,14.343931079666783,1,0,1,0,1,118
tt0039628,miracleon34thstreet,1947,"Comedy,Drama,Family",7.9,0,13.353476685668044,0,0,0,0,0,96
tt0040416,hamlet,1948,Drama,7.5,0,14.263397020933823,0,1,0,0,1,154
tt0040495,johnnybelinda,1948,Drama,7.7,0,14.263397020933823,0,0,1,0,0,102
tt0040725,theredshoes,1948,"Drama,Music,Romance",8.1,0,14.263397020933823,0,0,0,0,0,135
tt0040806,thesnakepit,1948,"Drama,Mystery",7.6,0,14.263397020933823,2,0,0,0,0,108
tt0040897,thetreasureofthesierramadre,1948,"Adventure,Drama,Western",8.2,1,14.731801689838349,0,0,0,0,0,126
tt0041113,allthekingsmen,1949,"Drama,Film-Noir",7.4,0,14.497091607969521,0,0,1,0,1,110
tt0041163,battleground,1949,"Action,Drama,History",7.4,0,14.497091607969521,0,0,0,0,0,118
tt0041452,theheiress,1949,"Drama,Romance",8.1,1,14.497091607969521,1,0,0,0,0,115
tt0041587,alettertothreewives,1949,"Comedy,Drama,Romance",7.7,1,14.497091607969521,0,0,0,0,0,103
tt0041996,twelveoclockhigh,1949,"Drama,War",7.7,0,14.497091607969521,0,0,0,0,0,132
tt0042192,allabouteve,1950,Drama,8.2,1,14.151983508870947,4,1,0,0,1,138
tt0042276,bornyesterday,1950,"Comedy,Drama,Romance",7.5,0,14.86464112672673,1,0,0,0,0,103
tt0042451,fatherofthebride,1950,"Comedy,Drama,Romance",7.1,0,14.86464112672673,2,0,0,0,0,92
tt0042646,kingsolomonsmines,1950,"Action,Adventure,Romance",6.7,0,14.629990466561443,0,0,0,0,0,103
tt0043014,sunsetblvd,1950,"Drama,Film-Noir",8.4,1,14.375126917328105,0,0,0,0,0,110
tt0043278,anamericaninparis,1951,"Drama,Musical,Romance",7.1,0,14.668080638598518,0,0,0,1,1,114
tt0043459,decisionbeforedawn,1951,"Drama,War",7.2,0,14.668080638598518,0,0,0,0,0,119
tt0043924,aplaceinthesun,1951,"Drama,Romance",7.7,1,14.648420115681892,1,0,1,0,0,122
tt0043949,quovadis,1951,"Drama,Romance",7.1,0,15.846680682152352,0,0,0,0,0,171
tt0044081,astreetcarnameddesire,1951,Drama,7.9,1,14.403297778421795,1,0,0,0,0,122
tt0044672,thegreatestshowonearth,1952,"Drama,Family,Romance",6.5,0,14.762253285297131,1,0,1,0,1,152
tt0044706,highnoon,1952,"Drama,Thriller,Western",7.9,0,13.500801182986649,2,0,0,0,0,85
tt0044760,ivanhoe,1952,"Action,Adventure,Drama",6.7,0,14.762253285297131,2,0,0,0,0,106
tt0044926,moulinrouge,1952,"Biography,Drama,Music",7.0,1,14.220976332738882,1,0,0,0,0,119
tt0045061,thequietman,1952,"Comedy,Drama,Romance",7.7,1,14.375126917328105,2,0,0,0,0,129
tt0045793,fromheretoeternity,1953,"Drama,Romance,War",7.6,1,14.449144141652049,0,0,0,0,1,118
tt0045943,juliuscaesar,1953,"Drama,History",7.2,1,14.543059648333223,1,0,0,0,0,120
tt0046247,therobe,1953,"Drama,History,Romance",6.7,0,15.424948670398354,1,0,1,0,0,135
tt0046250,romanholiday,1953,"Comedy,Drama,Romance",8.0,1,14.220976332738882,0,0,0,0,0,118
tt0046303,shane,1953,"Drama,Western",7.6,1,14.220976332738882,1,0,0,0,0,118
tt0046816,thecainemutiny,1954,"Drama,War",7.7,0,14.508658238524095,2,0,0,0,0,124
tt0046874,thecountrygirl,1954,"Drama,Music",7.2,0,14.596145650762413,2,0,0,0,0,104
tt0047296,onthewaterfront,1954,"Crime,Drama,Thriller",8.1,1,13.721200977393528,1,0,1,0,1,108
tt0047472,sevenbridesforsevenbrothers,1954,"Musical,Romance,Western",7.3,0,14.596145650762413,0,0,0,0,0,102
tt0047580,threecoinsinthefountain,1954,"Drama,Romance",6.2,0,14.596145650762413,0,0,0,0,0,102
tt0048316,loveisamanysplendoredthing,1955,"Biography,Drama,Romance",6.4,0,15.428608630499188,2,0,0,0,0,102
tt0048356,marty,1955,"Drama,Romance",7.7,1,15.428608630499188,0,0,0,0,1,90
tt0048380,misterroberts,1955,"Comedy,Drama,War",7.6,0,14.648420115681892,1,0,0,0,0,123
tt0048491,picnic,1955,"Drama,Romance",7.0,0,15.428608630499188,1,0,0,0,0,115
tt0048563,therosetattoo,1955,"Comedy,Drama,Romance",6.9,0,15.428608630499188,0,0,0,0,0,117
tt0048960,aroundtheworldin80days,1956,"Adventure,Comedy,Family",6.7,0,15.607270193858982,0,0,1,0,1,175
tt0049233,friendlypersuasion,1956,"Drama,Family,Romance",7.3,1,15.352070725819681,2,0,0,0,0,137
tt0049261,giant,1956,"Drama,Western",7.6,1,15.501909696719672,1,0,0,0,0,201
tt0049408,thekingandi,1956,"Biography,Drama,Musical",7.4,0,15.352070725819681,0,0,0,1,0,133
tt0049833,thetencommandments,1956,"Adventure,Drama,Family",7.9,0,16.41820031748273,1,0,0,0,0,220
tt0050083,12angrymen,1957,"Crime,Drama",9.0,0,12.73670383776449,0,0,0,0,0,96
tt0050212,thebridgeontheriverkwai,1957,"Adventure,Drama,War",8.1,1,14.914123179965662,1,1,1,0,1,161
tt0050839,peytonplace,1957,"Crime,Drama,Mystery",7.2,0,15.315133827605429,0,0,0,0,0,157
tt0050933,sayonara,1957,"Drama,Romance",7.0,0,15.315133827605429,1,0,0,0,0,147
tt0051201,witnessfortheprosecution,1957,"Crime,Drama,Mystery",8.4,1,14.508658238524095,1,0,0,0,0,116
tt0051383,auntiemame,1958,"Comedy,Drama,Romance",7.9,0,15.184150238298338,0,0,0,0,0,143
tt0051459,catonahottinroof,1958,Drama,7.9,0,14.648420115681892,0,0,0,0,0,108
tt0051525,thedefiantones,1958,"Crime,Drama",7.6,0,15.184150238298338,0,0,1,0,0,96
tt0051658,gigi,1958,"Comedy,Musical,Romance",6.6,0,15.009433329466965,0,0,0,1,1,115
tt0052182,separatetables,1958,"Drama,Romance",7.4,1,15.184150238298338,0,0,0,0,0,100
tt0052561,anatomyofamurder,1959,"Drama,Mystery",8.0,0,14.508658238524095,1,0,0,0,0,161
tt0052618,benhur,1959,"Adventure,Drama",8.1,1,16.52356082573315,0,1,1,0,1,212
tt0052738,thediaryofannefrank,1959,"Biography,Drama,Family",7.4,1,15.394489469099211,1,0,0,0,0,180
tt0053131,thenunsstory,1959,Drama,7.5,1,15.068273812173887,2,0,0,0,0,149
tt0053226,roomatthetop,1959,"Drama,Romance",7.5,0,15.394489469099211,0,0,0,0,0,115
tt0053580,thealamo,1960,"Adventure,Drama,History",6.8,0,15.439837279936441,0,0,0,0,0,162
tt0053604,theapartment,1960,"Comedy,Drama,Romance",8.3,1,14.914123179965662,1,1,0,1,1,125
tt0053793,elmergantry,1960,Drama,7.7,0,15.439837279936441,1,0,0,0,0,146
tt0054326,sonsandlovers,1960,Drama,7.1,0,15.439837279936441,1,0,0,0,0,103
tt0054353,thesundowners,1960,"Drama,Western",7.1,1,15.439837279936441,0,0,0,0,0,133
tt0054866,fanny,1961,"Drama,Romance",6.8,0,15.896513505016047,0,0,0,0,0,134
tt0054953,thegunsofnavarone,1961,"Action,Adventure,Drama",7.5,0,15.607270193858982,3,0,1,0,0,158
tt0054997,thehustler,1961,"Drama,Sport",7.9,0,14.557448378884015,0,1,0,0,0,134
tt0055031,judgmentatnuremberg,1961,"Drama,War",8.3,0,14.914123179965662,3,0,0,0,0,179
tt0055614,westsidestory,1961,"Crime,Drama,Musical",7.6,0,15.607270193858982,0,0,0,0,1,153
tt0056085,howthewestwaswon,1963,"Action,Adventure,War",7.1,0,16.595216810029655,3,0,0,0,0,164
tt0056172,lawrenceofarabia,1962,"Adventure,Biography,Drama",8.3,1,16.52356082573315,4,0,1,0,1,227
tt0056197,thelongestday,1962,"Action,Drama,History",7.7,0,16.118095750958314,0,0,0,0,0,178
tt0056262,meredithwillsonsthemusicman,1962,"Comedy,Family,Musical",7.7,0,16.390981370285324,1,0,0,0,0,151
tt0056264,mutinyonthebounty,1962,"Adventure,Drama,History",7.2,0,16.759949589762293,2,0,0,0,0,178
tt0056592,tokillamockingbird,1962,"Crime,Drama",8.3,0,16.390981370285324,0,0,0,0,0,129
tt0056825,americaamerica,1963,"Adventure,Drama",7.7,1,16.595216810029655,0,0,0,0,0,174
tt0056937,cleopatra,1963,"Biography,Drama,History",7.0,0,17.599700214609808,1,0,0,0,0,320
tt0057012,drstrangeloveorhowilearnedtostopworryingandlovethebomb,1964,"Comedy,War",8.3,0,14.403297778421795,0,0,0,0,0,95
tt0057251,liliesofthefield,1963,"Comedy,Drama",7.5,0,16.595216810029655,0,0,0,0,0,94
tt0057590,tomjones,1963,"Adventure,Comedy,History",6.4,1,16.595216810029655,0,1,0,1,1,129
tt0057831,zorbathegreek,1964,"Comedy,Drama",7.6,0,16.63450571268408,2,0,0,0,0,142
tt0057877,becket,1964,"Biography,Drama,History",7.7,0,16.63450571268408,0,0,1,0,0,148
tt0058331,marypoppins,1964,"Comedy,Family,Fantasy",7.8,0,15.607270193858982,0,0,0,0,0,139
tt0058385,myfairlady,1964,"Drama,Family,Musical",7.7,1,16.648723960844016,1,1,0,1,1,170
tt0059084,darling,1965,"Drama,Romance",7.0,0,15.702580358511794,0,0,0,0,0,128
tt0059113,doctorzhivago,1965,"Drama,Romance,War",7.9,1,16.52356082573315,1,0,1,0,0,197
tt0059712,shipoffools,1965,"Drama,Romance,War",7.1,0,15.702580358511794,4,0,0,0,0,149
tt0059742,thesoundofmusic,1965,"Biography,Drama,Family",8.1,1,15.702580358511794,1,0,0,1,1,172
tt0059798,athousandclowns,1965,"Comedy,Drama,Romance",7.3,0,15.702580358511794,0,0,0,0,0,118
tt0060086,alfie,1966,"Comedy,Drama",7.0,0,13.122365377402328,2,0,0,0,0,114
tt0060665,amanforallseasons,1966,"Biography,Drama,History",7.7,1,14.508658238524095,1,1,1,0,1,120
tt0060921,therussiansarecomingtherussiansarecoming,1966,"Comedy,War",7.0,0,15.176487367510099,1,0,0,1,0,126
tt0060934,thesandpebbles,1966,"Adventure,Drama,Romance",7.5,1,15.277994289101915,0,0,0,0,0,182
tt0061184,whosafraidofvirginiawoolf,1966,Drama,8.0,0,15.277994289101915,1,1,0,0,0,131
