tconst,film,year_film,genres,averageRating,dir_won_before,budget,nb_actor_won_before,won_bafta,won_gg_drama,won_gg_comedy,winner
tt0018379,7thheaven,1927,"Drama,Romance",7.5,0,,0,0,0,0,0
tt0018578,wings,1927,"Action,Drama,Romance",7.5,0,2000000.0,0,0,0,0,1
tt0019257,thepatriot,1928,"Drama,History,Thriller",,0,,2,0,0,0,0
tt0019304,theracket,1927,"Crime,Drama,Film-Noir",6.6,0,,0,0,0,0,0
tt0019630,alibi,1928,"Action,Crime,Romance",5.6,0,,0,0,0,0,0
tt0019729,thebroadwaymelody,1928,"Drama,Musical,Romance",5.5,0,,0,0,0,0,1
tt0019823,disraeli,1929,"Biography,Drama,History",6.1,0,,0,0,0,0,0
tt0019993,hollywoodrevue,1928,"Comedy,Music",5.7,0,,0,0,0,0,0
tt0020018,inoldarizona,1928,"Drama,Western",5.5,0,,0,0,0,0,0
tt0020112,theloveparade,1929,"Comedy,Musical,Romance",7.0,0,,0,0,0,0,0
tt0020629,allquietonthewesternfront,1929,"Drama,War",8.1,1,1200000.0,0,0,0,0,1
tt0020686,thebighouse,1929,"Crime,Drama,Thriller",7.1,0,,0,0,0,0,0
tt0020827,thedivorcee,1929,"Drama,Romance",6.7,0,,0,0,0,0,0
tt0021622,arrowsmith,1931,Drama,6.2,0,,0,0,0,0,0
tt0021635,badgirl,1931,"Drama,Romance",6.4,1,,0,0,0,0,0
tt0021730,thechamp,1931,"Drama,Family,Sport",7.2,0,,0,0,0,0,0
tt0021746,cimarron,1930,"Drama,Western",5.8,0,,0,0,0,0,1
tt0021826,eastlynne,1930,"Drama,Romance",5.7,1,,0,0,0,0,0
tt0021873,fivestarfinal,1931,"Crime,Drama",7.3,0,310000.0,0,0,0,0,0
tt0021890,thefrontpage,1930,"Comedy,Crime,Drama",6.7,1,,0,0,0,0,0
tt0022074,thesmilinglieutenant,1931,"Comedy,Musical,Romance",7.1,0,,0,0,0,0,0
tt0022397,skippy,1930,"Comedy,Drama,Family",6.3,1,,0,0,0,0,0
tt0022495,traderhorn,1930,"Action,Adventure,Drama",6.1,0,,0,0,0,0,0
tt0022879,afarewelltoarms,1932,"Drama,Romance,War",6.4,1,,1,0,0,0,0
tt0022958,grandhotel,1931,"Drama,Romance",7.3,0,,1,0,0,0,1
tt0023042,iamafugitivefromachaingang,1932,"Crime,Drama,Film-Noir",8.2,0,,0,0,0,0,0
tt0023303,onehourwithyou,1931,"Comedy,Musical,Romance",7.0,0,,0,0,0,0,0
tt0023458,shanghaiexpress,1931,"Adventure,Drama,Film-Noir",7.3,0,,0,0,0,0,0
tt0023488,smilinthrough,1932,"Drama,Romance",6.9,0,,2,0,0,0,0
tt0023876,cavalcade,1932,"Drama,Romance,War",5.8,1,1180280.0,0,0,0,0,1
tt0024034,42ndstreet,1932,"Comedy,Drama,Musical",7.3,0,,1,0,0,0,0
tt0024240,ladyforaday,1932,"Comedy,Drama",7.4,0,,0,0,0,0,0
tt0024264,littlewomen,1932,"Drama,Family,Romance",7.2,0,,0,0,0,0,0
tt0024473,theprivatelifeofhenryviii,1932,"Biography,Drama,History",7.0,0,93710.0,0,0,0,0,0
tt0024548,shedonehimwrong,1932,"Comedy,Drama,History",6.3,0,,0,0,0,0,0
tt0024610,statefair,1932,"Comedy,Drama,Romance",6.7,0,,3,0,0,0,0
tt0024865,thebarrettsofwimpolestreet,1934,"Biography,Drama,Romance",6.9,0,,3,0,0,0,0
tt0024991,cleopatra,1934,"Biography,Drama,History",6.8,0,,0,0,0,0,0
tt0025124,flirtationwalk,1934,Musical,5.6,1,,0,0,0,0,0
tt0025164,thegaydivorcee,1934,"Comedy,Musical,Romance",7.4,0,,0,0,0,0,0
tt0025238,herecomesthenavy,1934,"Comedy,Drama,Romance",6.2,0,,0,0,0,0,0
tt0025272,thehouseofrothschild,1934,"Biography,Drama,History",6.5,0,,1,0,0,0,0
tt0025301,imitationoflife,1934,"Comedy,Drama,Romance",7.5,0,,0,0,0,0,0
tt0025316,ithappenedonenight,1934,"Comedy,Romance",8.1,1,325000.0,0,0,0,0,1
tt0025601,onenightoflove,1934,"Comedy,Music,Romance",5.6,0,,0,0,0,0,0
tt0025878,thethinman,1934,"Comedy,Crime,Mystery",7.9,0,,0,0,0,0,0
tt0025948,vivavilla,1934,"Biography,Western",6.3,0,,1,0,0,0,0
tt0025986,thewhiteparade,1934,Drama,6.5,0,,0,0,0,0,0
tt0026056,aliceadams,1935,"Comedy,Drama,Romance",6.9,0,,1,0,0,0,0
tt0026144,broadwaymelodyof1936,1935,"Comedy,Musical,Romance",6.7,0,,0,0,0,0,0
tt0026174,captainblood,1935,"Action,Adventure,History",7.7,0,1242000.0,0,0,0,0,0
tt0026266,davidcopperfield,1935,"Adventure,Drama,Family",7.3,0,,0,0,0,0,0
tt0026529,theinformer,1935,"Crime,Drama",7.4,1,,0,0,0,0,0
tt0026643,thelivesofabengallancer,1935,"Adventure,Drama,War",7.0,0,,0,0,0,0,0
tt0026714,amidsummernightsdream,1935,"Comedy,Fantasy,Romance",6.8,0,,0,0,0,0,0
tt0026725,lesmiserables,1935,"Drama,History,Romance",7.6,0,,2,0,0,0,0
tt0026752,mutinyonthebounty,1935,"Adventure,Biography,Drama",7.6,1,1950000.0,2,0,0,0,1
tt0026768,naughtymarietta,1935,"Drama,Musical,Romance",6.5,0,,0,0,0,0,0
tt0026955,rugglesofredgap,1935,"Comedy,Mystery,Romance",7.6,0,,1,0,0,0,0
tt0027075,ataleoftwocities,1936,"Drama,History,Romance",7.8,0,,0,0,0,0,0
tt0027125,tophat,1935,"Comedy,Musical,Romance",7.7,0,609000.0,0,0,0,0,0
tt0027300,anthonyadverse,1936,"Adventure,Drama,Romance",6.3,0,,1,0,0,0,0
tt0027532,dodsworth,1936,"Drama,Romance",7.7,0,,0,0,0,0,0
tt0027698,thegreatziegfeld,1936,"Drama,Musical",6.6,0,,0,0,0,0,1
tt0027884,libeledlady,1936,"Comedy,Romance",7.8,0,,0,0,0,0,0
tt0027996,mrdeedsgoestotown,1936,"Comedy,Drama,Romance",7.8,1,,0,0,0,0,0
tt0028203,romeoandjuliet,1936,"Drama,Romance",6.4,0,,1,0,0,0,0
tt0028216,sanfrancisco,1936,"Drama,Music,Romance",7.1,0,,1,0,0,0,0
tt0028313,thestoryoflouispasteur,1936,"Biography,Drama,History",7.3,0,,0,0,0,0,0
tt0028373,threesmartgirls,1936,"Comedy,Musical,Romance",6.6,0,,0,0,0,0,0
tt0028597,theawfultruth,1937,"Comedy,Romance",7.7,1,600000.0,0,0,0,0,0
tt0028691,captainscourageous,1937,"Adventure,Drama,Family",7.9,0,,1,0,0,0,0
tt0028773,deadend,1937,"Crime,Drama,Film-Noir",7.2,0,,0,0,0,0,0
tt0028944,thegoodearth,1937,"Drama,Romance",7.5,0,,2,0,0,0,0
tt0028950,thegrandillusion,1937,"Drama,War",8.1,0,,0,0,0,0,0
tt0029047,inoldchicago,1937,"Action,Drama,Musical",6.7,0,1800000.0,0,0,0,0,0
tt0029146,thelifeofemilezola,1937,"Biography,Drama",7.1,0,,2,0,0,0,1
tt0029162,losthorizon,1937,"Adventure,Drama,Fantasy",7.6,1,,0,0,0,0,0
tt0029347,onehundredmenandagirl,1937,"Comedy,Drama,Music",6.7,0,,0,0,0,0,0
tt0029604,stagedoor,1937,"Comedy,Drama,Romance",7.7,0,,1,0,0,0,0
tt0029606,astarisborn,1937,"Drama,Romance",7.3,0,,4,0,0,0,0
tt0029843,theadventuresofrobinhood,1938,"Action,Adventure,Romance",7.9,0,2033000.0,0,0,0,0,0
tt0029852,alexandersragtimeband,1938,"Drama,Music,Musical",6.8,0,,0,0,0,0,0
tt0029942,boystown,1938,"Biography,Drama,Family",7.2,1,,1,0,0,0,0
tt0029995,thecitadel,1938,Drama,7.0,0,,0,0,0,0,0
tt0030149,fourdaughters,1938,"Drama,Music,Romance",6.9,0,,0,0,0,0,0
tt0030287,jezebel,1938,"Drama,Romance",7.4,0,1250000.0,1,0,0,0,0
tt0030637,pygmalion,1938,"Comedy,Drama,Romance",7.7,0,,0,0,0,0,0
tt0030848,testpilot,1938,"Drama,Romance",6.8,0,,3,0,0,0,0
tt0030993,youcanttakeitwithyou,1938,"Comedy,Drama,Romance",7.8,1,1644736.0,1,0,0,0,1
