tconst,film,year_film,runtimeMinutes,genres,winner
tt0407887,thedeparted,2006,151,"Crime,Drama,Thriller",True
tt0498380,lettersfromiwojima,2006,141,"Action,Adventure,Drama",False
tt0449059,littlemisssunshine,2006,101,"Comedy,Drama",False
tt0436697,thequeen,2006,103,"Biography,Drama",False
tt0783233,atonement,2007,123,"Drama,Mystery,Romance",False
tt0467406,juno,2007,96,"Comedy,Drama",False
tt0465538,michaelclayton,2007,119,"Crime,Drama,Mystery",False
tt0477348,nocountryforoldmen,2007,122,"Crime,Drama,Thriller",True
tt0469494,therewillbeblood,2007,158,Drama,False
tt0421715,thecuriouscaseofbenjaminbutton,2008,166,"Drama,Fantasy,Romance",False
tt0870111,frostnixon,2008,122,"Biography,Drama,History",False
tt1013753,milk,2008,128,"Biography,Drama,History",False
tt0976051,thereader,2008,124,"Drama,Mystery,Romance",False
tt1010048,slumdogmillionaire,2008,120,"Crime,Drama,Romance",True
tt0499549,avatar,2009,162,"Action,Adventure,Fantasy",False
tt0878804,theblindside,2009,129,"Biography,Drama,Sport",False
tt1136608,district9,2009,112,"Action,Sci-Fi,Thriller",False
tt1174732,aneducation,2009,100,Drama,False
tt0887912,thehurtlocker,2009,131,"Drama,Thriller,War",True
tt0361748,inglouriousbasterds,2009,153,"Adventure,Drama,War",False
tt1019452,aseriousman,2009,106,"Comedy,Drama",False
tt1049413,up,2009,96,"Adventure,Animation,Comedy",False
tt1193138,upintheair,2009,109,"Comedy,Drama,Romance",False
tt0947798,blackswan,2010,108,"Drama,Thriller",False
tt0964517,thefighter,2010,116,"Action,Biography,Drama",False
tt1375666,inception,2010,148,"Action,Adventure,Sci-Fi",False
tt0842926,thekidsareallright,2010,106,"Comedy,Drama,Romance",False
tt1504320,thekingsspeech,2010,118,"Biography,Drama,History",True
tt1542344,127hours,2010,94,"Biography,Drama",False
tt1285016,thesocialnetwork,2010,120,"Biography,Drama",False
tt0435761,toystory3,2010,103,"Adventure,Animation,Comedy",False
tt1403865,truegrit,2010,110,"Drama,Western",False
tt1399683,wintersbone,2010,100,"Crime,Drama,Mystery",False
tt1655442,theartist,2011,100,"Comedy,Drama,Romance",True
tt1033575,thedescendants,2011,115,"Comedy,Drama",False
tt0477302,extremelyloudincrediblyclose,2011,129,"Adventure,Drama,Mystery",False
tt1454029,thehelp,2011,146,Drama,False
tt0970179,hugo,2011,126,"Adventure,Drama,Family",False
tt1605783,midnightinparis,2011,94,"Comedy,Fantasy,Romance",False
tt1210166,moneyball,2011,133,"Biography,Drama,Sport",False
tt0478304,thetreeoflife,2011,139,"Drama,Fantasy",False
tt1568911,warhorse,2011,146,"Adventure,Drama,War",False
tt1602620,amour,2012,127,Drama,False
tt1024648,argo,2012,120,"Biography,Drama,History",True
tt2125435,beastsofthesouthernwild,2012,93,"Adventure,Drama,Fantasy",False
tt1853728,djangounchained,2012,165,Western,False
tt1707386,lesmisrables,2012,158,"Drama,Musical,Romance",False
tt0454876,lifeofpi,2012,127,"Adventure,Drama,Fantasy",False
tt0443272,lincoln,2012,150,"Biography,Drama,History",False
tt1045658,silverliningsplaybook,2012,122,"Comedy,Drama,Romance",False
tt1790885,zerodarkthirty,2012,157,"Drama,History,Thriller",False
tt1800241,americanhustle,2013,138,"Crime,Drama",False
tt1535109,captainphillips,2013,134,"Action,Biography,Crime",False
tt0790636,dallasbuyersclub,2013,117,"Biography,Drama",False
tt1454468,gravity,2013,91,"Drama,Sci-Fi,Thriller",False
tt1798709,her,2013,126,"Drama,Romance,Sci-Fi",False
tt1821549,nebraska,2013,115,Drama,False
tt2431286,philomena,2013,98,"Biography,Comedy,Drama",False
tt2024544,12yearsaslave,2013,134,"Biography,Drama,History",True
tt0993846,thewolfofwallstreet,2013,180,"Biography,Comedy,Crime",False
tt2179136,americansniper,2014,133,"Action,Biography,Drama",False
tt2562232,birdmanortheunexpectedvirtueofignorance,2014,119,"Comedy,Drama",True
tt1065073,boyhood,2014,165,Drama,False
tt2278388,thegrandbudapesthotel,2014,99,"Comedy,Drama",False
tt2084970,theimitationgame,2014,114,"Biography,Drama,Thriller",False
tt1020072,selma,2014,128,"Biography,Drama,History",False
tt2980516,thetheoryofeverything,2014,123,"Biography,Drama,Romance",False
tt2582802,whiplash,2014,106,"Drama,Music",False
tt1596363,thebigshort,2015,130,"Biography,Comedy,Drama",False
tt3682448,bridgeofspies,2015,142,"Drama,History,Thriller",False
tt2381111,brooklyn,2015,117,"Drama,Romance",False
tt1392190,madmaxfuryroad,2015,120,"Action,Adventure,Sci-Fi",False
tt3659388,themartian,2015,144,"Adventure,Drama,Sci-Fi",False
tt1663202,therevenant,2015,156,"Adventure,Drama,Western",False
tt3170832,room,2015,118,"Drama,Thriller",False
tt1895587,spotlight,2015,129,"Biography,Crime,Drama",True
tt2543164,arrival,2016,116,"Drama,Mystery,Sci-Fi",False
tt2671706,fences,2016,139,Drama,False
tt2119532,hacksawridge,2016,139,"Biography,Drama,History",False
tt2582782,hellorhighwater,2016,102,"Crime,Drama,Thriller",False
tt4846340,hiddenfigures,2016,127,"Biography,Drama,History",False
tt3783958,lalaland,2016,128,"Comedy,Drama,Music",False
tt3741834,lion,2016,118,"Biography,Drama",False
tt4034228,manchesterbythesea,2016,137,Drama,False
tt4975722,moonlight,2016,111,Drama,True
tt5726616,callmebyyourname,2017,132,"Drama,Romance",False
tt4555426,darkesthour,2017,125,"Biography,Drama,History",False
tt5013056,dunkirk,2017,106,"Action,Drama,History",False
tt5052448,getout,2017,104,"Horror,Mystery,Thriller",False
tt4925292,ladybird,2017,94,"Comedy,Drama",False
tt5776858,phantomthread,2017,130,"Drama,Romance",False
tt6294822,thepost,2017,116,"Biography,Drama,History",False
tt5580390,theshapeofwater,2017,123,"Drama,Fantasy,Romance",True
tt5027774,threebillboardsoutsideebbingmissouri,2017,115,"Comedy,Crime,Drama",False
tt1825683,blackpanther,2018,134,"Action,Adventure,Sci-Fi",False
tt7349662,blackkklansman,2018,135,"Biography,Comedy,Crime",False
tt1727824,bohemianrhapsody,2018,134,"Biography,Drama,Music",False
tt5083738,thefavourite,2018,119,"Biography,Comedy,Drama",False
tt6966692,greenbook,2018,130,"Biography,Comedy,Drama",True
tt6155172,roma,2018,135,Drama,False
tt1517451,astarisborn,2018,136,"Drama,Music,Romance",False
tt6266538,vice,2018,132,"Biography,Comedy,Drama",False
tt1950186,fordvferrari,2019,152,"Action,Biography,Drama",False
tt1302006,theirishman,2019,209,"Biography,Crime,Drama",False
tt2584384,jojorabbit,2019,108,"Comedy,Drama,War",False
tt7286456,joker,2019,122,"Crime,Drama,Thriller",False
tt3281548,littlewomen,2019,135,"Drama,Romance",False
tt7653254,marriagestory,2019,137,"Drama,Romance",False
tt8579674,1917,2019,119,"Action,Drama,War",False
tt7131622,onceuponatimeinhollywood,2019,161,"Comedy,Drama",False
tt6751668,parasite,2019,132,"Drama,Thriller",True
tt10272386,thefather,2020,97,"Drama,Mystery",False
tt9784798,judasandtheblackmessiah,2020,126,"Biography,Drama,History",False
tt10618286,mank,2020,131,"Biography,Drama",False
tt10633456,minari,2020,115,Drama,False
tt9770150,nomadland,2020,107,Drama,True
tt9620292,promisingyoungwoman,2020,113,"Crime,Drama,Mystery",False
tt5363618,soundofmetal,2020,120,"Drama,Music",False
tt1070874,thetrialofthechicago7,2020,129,"Drama,History,Thriller",False
tt12789558,belfast,2021,98,"Biography,Drama,Romance",False
tt10366460,coda,2021,111,"Comedy,Drama,Music",True
tt11286314,dontlookup,2021,138,"Comedy,Drama,Sci-Fi",False
tt14039582,drivemycar,2021,179,Drama,False
tt9620288,kingrichard,2021,144,"Biography,Drama,Sport",False
tt11271038,licoricepizza,2021,133,"Comedy,Drama,Romance",False
tt7740496,nightmarealley,2021,150,"Crime,Drama,Thriller",False
tt10293406,thepowerofthedog,2021,126,"Drama,Western",False
tt3581652,westsidestory,2021,156,"Crime,Drama,Musical",False
tt1016150,allquietonthewesternfront,2022,148,"Drama,History,War",False
tt1630029,avatarthewayofwater,2022,192,"Action,Adventure,Fantasy",False
tt11813216,thebansheesofinisherin,2022,114,"Comedy,Drama",False
tt3704428,elvis,2022,159,"Biography,Drama,Music",False
tt6710474,everythingeverywhereallatonce,2022,139,"Action,Adventure,Comedy",True
tt14208870,thefabelmans,2022,151,Drama,False
tt14444726,tr,2022,158,"Drama,Music",False
tt1745960,topgunmaverick,2022,130,"Action,Drama",False
tt7322224,triangleofsadness,2022,147,"Comedy,Drama",False
tt13669038,womentalking,2022,104,Drama,False
tt23561236,americanfiction,2023,117,"Comedy,Drama",False
tt17009710,anatomyofafall,2023,151,"Crime,Drama,Thriller",False
tt1517268,barbie,2023,114,"Adventure,Comedy,Fantasy",False
tt14849194,theholdovers,2023,133,"Comedy,Drama",False
tt5537002,killersoftheflowermoon,2023,206,"Crime,Drama,History",False
tt21970768,maestro,2023,\N,Drama,False
tt15398776,oppenheimer,2023,180,"Biography,Drama,History",True
tt13238346,pastlives,2023,105,"Drama,Romance",False
tt14230458,poorthings,2023,141,"Comedy,Drama,Romance",False
tt7160372,thezoneofinterest,2023,105,"Drama,History,War",False
tt28607951,anora,2024,139,"Comedy,Drama,Romance",True
tt8999762,thebrutalist,2024,216,Drama,False
tt11563598,acompleteunknown,2024,141,"Biography,Drama,Music",False
tt20215234,conclave,2024,120,"Drama,Thriller",False
tt15239678,duneparttwo,2024,166,"Action,Adventure,Drama",False
tt20221436,emiliaprez,2024,132,"Crime,Drama,Musical",False
tt14961016,imstillhere,2024,137,"Biography,Drama,History",False
tt23055660,nickelboys,2024,140,Drama,False
tt17526714,thesubstance,2024,141,"Drama,Horror,Sci-Fi",False
tt1262426,wicked,2024,160,"Fantasy,Musical,Romance",False
tt0035429,theinvaders,1942,92,"Thriller,War",False
tt0056262,meredithwillsonsthemusicman,1962,151,"Comedy,Family,Musical",False
tt0043014,sunsetblvd,1950,110,"Drama,Film-Noir",False
tt0110877,thepostmanilpostino,1995,108,"Biography,Comedy,Drama",False
tt0929632,preciousbasedonthenovelpushbysapphire,2009,110,Drama,False
tt1160419,dune,2021,155,"Action,Adventure,Drama",False
tt0019993,hollywoodrevue,1928,130,"Comedy,Music",False
tt0069467,criesandwhispers,1973,92,Drama,False
tt0076759,starwars,1977,121,"Action,Adventure,Fantasy",False
tt0026725,lesmiserables,1935,108,"Drama,History,Romance",False
tt0028950,thegrandillusion,1937,113,"Drama,War",False
